,id,course_id,course_type,category,start_date,end_date,duration,start_tsp,end_tsp
6242,10711,course-v1:Microsoft+DAT218x+1T2017,0,economics,2017-04-01,2017-06-30,90,1491004800,1498780800
6244,10237,course-v1:TsinghuaX+guangxi80511503X+2017_T1,0,math,2017-03-01,2017-06-01,92,1488326400,1496275200
6245,10000,course-v1:365dx+042+2017_T1,0,chemistry,2017-02-21,2017-07-15,144,1487635200,1500076800
6246,7888,course-v1:GeorgetownX+GUIX-501-04x+3T2016,0,computer,2016-10-03,2017-03-01,149,1475452800,1488326400
6248,5922,course-v1:CHONGQINGUNIVERSITY+jxdqkzjzdh001+2016-T2,0,medicine,2016-11-10,2017-01-10,61,1478736000,1484006400
6249,10628,course-v1:JLU+310305+161721,0,social science,2017-04-03,2017-09-02,152,1491177600,1504310400
6250,10235,course-v1:TsinghuaX+guangxiTHU00013X+2017_T1,0,philosophy,2017-03-01,2017-06-01,92,1488326400,1496275200
6251,5713,course-v1:swust_TsinghuaX+80512073X+2016_T1,0,literature,2016-03-01,2016-07-15,136,1456790400,1468540800
6253,8339,course-v1:Microsoft+DEV210.2x+3T2016,0,electrical,2016-10-30,2017-10-31,366,1477785600,1509408000
6254,7396,course-v1:TSINGHUAX+00510863+2016_T2,0,history,2016-09-12,2017-01-20,130,1473638400,1484870400
6256,10404,course-v1:XJTU+T09027+2017-2,0,physics,2017-03-20,2017-06-10,82,1489968000,1497052800
6257,8983,course-v1:dongguan+gaozhong36+20161223,0,education,2016-12-25,2017-04-25,121,1482624000,1493078400
6258,1749,course-v1:Tsinghua+CJJ002+2015_T2,0,history,2015-06-01,2016-05-27,361,1433116800,1464307200
6259,7359,course-v1:yunnan_TsinghuaX+60240202X+2016_T2,0,biology,2016-09-15,2016-10-04,19,1473897600,1475539200
6261,7934,course-v1:MITx+7.QBWx_4+3T2016,0,foreign language,2016-10-04,2017-10-03,364,1475539200,1506988800
6262,7671,course-v1:WageningenX+BB06x+3T2017,0,computer,2015-01-01,2018-12-05,1434,1420070400,1543968000
6263,12148,course-v1:AdelaideX+Bard101x+3T2017,0,engineering,2015-01-01,2018-01-18,1113,1420070400,1516233600
6264,8128,course-v1:EdinburghX+STATSx+3T2016,0,electrical,2017-01-11,2017-03-11,59,1484092800,1489190400
6265,5825,course-v1:YNU+XXKX01+2016_T1,0,art,2016-03-18,2016-04-19,32,1458259200,1461024000
6266,606,QHU/CS104/2015_T1,0,philosophy,2015-03-02,2015-07-01,121,1425254400,1435708800
6267,3795,course-v1:CIE+BUSI001+2015_T2,0,engineering,2015-10-12,2016-12-30,445,1444608000,1483056000
6270,11215,course-v1:JLU+80000901_1X+161721,0,electrical,2017-04-03,2017-09-02,152,1491177600,1504310400
6271,7309,course-v1:XJTUSPOC+thls3018+2016_T2,0,math,2016-09-05,2017-02-19,167,1473033600,1487462400
6272,6013,course-v1:skillchina_TsinghuaX+THU00001X+2016_T1,0,computer,2016-04-12,2016-06-12,61,1460419200,1465689600
6274,11033,course-v1:MITx+24.00x+2T2017,0,economics,2017-06-13,2017-08-28,76,1497312000,1503878400
6275,10725,course-v1:Microsoft+DAT215.2x+1T2017,0,electrical,2017-04-01,2017-06-30,90,1491004800,1498780800
6276,10443,course-v1:TsinghuaX+cau10610224X_01+2017_T1,0,history,2017-03-14,2017-07-31,139,1489449600,1501459200
6277,5952,course-v1:sctu_TsinghuaX+30640014+2016_T1,0,education,2015-09-21,2016-01-01,102,1442793600,1451606400
6280,5256,course-v1:VPC_RiceX+BIOC372_1x+2016_T1,0,electrical,2015-08-26,2015-10-29,64,1440547200,1446076800
6281,7439,course-v1:cqupt_SDUx+00931800X+2016_T2,0,computer,2016-09-05,2017-01-17,134,1473033600,1484611200
6282,2158,course-v1:SDUx+131000110X+2015_T2,0,literature,2015-07-15,2016-07-15,366,1436918400,1468540800
6283,8451,course-v1:TsinghuaX+30130123X+2016_2017,0,math,2016-03-02,2016-07-15,135,1456876800,1468540800
6284,10455,course-v1:TsinghuaX+cau10610224X_14+2017_T1,0,art,2017-03-14,2017-07-31,139,1489449600,1501459200
6285,5837,course-v1:XJTUMOOC+LUNYU00001+2016_T1,0,medicine,2016-03-22,2016-06-07,77,1458604800,1465257600
6287,10238,course-v1:Microsoft+INF205x+1T2017,0,social science,2017-03-01,2017-06-30,121,1488326400,1498780800
6289,7509,course-v1:BerkeleyX+ColWri11.2x+1T2017,0,economics,2017-01-10,2017-02-28,49,1484006400,1488240000
6291,10043,course-v1:Wharton+StrategyX+2T2017,0,social science,2017-04-24,2017-06-05,42,1492992000,1496620800
6294,10335,course-v1:UQx+LGDM1x+1T2017_2,0,history,2017-04-04,2017-06-13,70,1491264000,1497312000
6295,6744,course-v1:renwenxueyuan+75099102+2016_T2,0,computer,2016-09-05,2016-12-30,116,1473033600,1483056000
6296,9576,course-v1:CPVS+CPVS-homework_donghua+20170118,0,philosophy,2017-01-18,2017-02-17,30,1484697600,1487289600
6299,10547,course-v1:UAMx+ProtMenorx+1T2017,0,physics,2017-03-28,2017-05-15,48,1490659200,1494806400
6300,8867,course-v1:dongguan+zhiye025+20161223,0,history,2016-12-23,2017-04-23,121,1482451200,1492905600
6301,11615,course-v1:xuetangX+dbcj_20161215X+2017_T1,0,education,2017-05-16,2017-08-16,92,1494892800,1502841600
6302,9467,course-v1:CPVS+CPVS_homework_lvyou+20170118,0,philosophy,2017-01-18,2017-02-17,30,1484697600,1487289600
6303,9487,course-v1:MITx+14.740x+1T2017,0,economics,2017-02-06,2017-05-05,88,1486339200,1493942400
6305,7449,course-v1:cqupt_TsinghuaX+10421075X+2016_T2,0,philosophy,2016-09-06,2017-01-18,134,1473120000,1484697600
6306,11633,course-v1:JaverianaX+PUJ.E.1601x.3+2T2017,0,foreign language,2017-07-05,2017-12-11,159,1499212800,1512950400
6307,8084,course-v1:yunnan_TsinghuaX+30350161X+2016_T2,0,foreign language,2016-10-14,2017-01-14,92,1476403200,1484352000
6308,5577,course-v1:liaoningX+LNA20140000025+2016_T1,0,foreign language,2016-02-28,2017-01-16,323,1456617600,1484524800
6309,6281,course-v1:CQU+CQUEDS20502+2016T2,0,history,2016-09-05,2017-01-10,127,1473033600,1484006400
6311,8046,course-v1:yunnan_TsinghuaX+10610183_2X+2016_T2,0,computer,2016-10-14,2017-01-14,92,1476403200,1484352000
6312,6969,course-v1:DavidsonNext+Mac_APccx+2T2016,0,computer,2016-08-05,2017-08-31,391,1470355200,1504137600
6316,2000,course-v1:TsinghuaX+80512073X+2015__T2_,0,biology,2015-07-09,2016-07-09,366,1436400000,1468022400
6318,10558,course-v1:gdou_TsinghuaX+80512073X+2017_T1,0,philosophy,2017-03-21,2017-06-30,101,1490054400,1498780800
6319,485,HVMOOC/DZ101/2014_T1,0,engineering,2015-04-15,2015-09-09,147,1429056000,1441756800
6321,3164,course-v1:trial+cs001+2015_T2,0,chemistry,2015-12-02,2017-12-31,760,1449014400,1514678400
6322,5747,course-v1:365dx+147+2016_T1,0,medicine,2016-03-01,2016-07-01,122,1456790400,1467331200
6324,10315,course-v1:ImperialBusinessX+ICBS002+1T2017,0,engineering,2017-03-20,2018-03-20,365,1489968000,1521504000
6325,10971,course-v1:SDJTU+070804+2017_T1,0,engineering,2017-01-01,2018-01-01,365,1483228800,1514764800
6326,10362,course-v1:TsinghuaX+guangxi70612463X+2017_T1,0,social science,2017-03-09,2017-06-09,92,1489017600,1496966400
6327,5674,course-v1:CQU+ICE20012+2016-T3,0,economics,2017-03-06,2017-07-05,121,1488758400,1499212800
6328,10704,course-v1:Microsoft+DEV220x+1T2017,0,chemistry,2017-04-01,2017-06-30,90,1491004800,1498780800
6329,12220,course-v1:SDJTU+110235+2017_T1,0,economics,2017-03-06,2017-04-07,32,1488758400,1491523200
6330,8963,course-v1:dongguan+gaozhong16+20161223,0,engineering,2016-12-25,2017-04-25,121,1482624000,1493078400
6331,3099,course-v1:BIT+10430484_2015X+2015_T2,0,economics,2015-09-07,2016-01-31,146,1441584000,1454198400
6332,5140,course-v1:PEC+20220214X+2016__T1,0,electrical,2016-01-10,2016-06-10,152,1452384000,1465516800
6333,10304,course-v1:scut+171120+2016_T2,0,business,2017-04-03,2017-06-30,88,1491177600,1498780800
6334,477,ChengDuU/08460170/2015_T1,0,math,2016-08-29,2016-12-02,95,1472428800,1480636800
6335,12312,course-v1:CPVS+CPVS-homework_pingmiansheji2+20170712,0,computer,2017-07-12,2017-09-09,59,1499817600,1504915200
6336,3489,course-v1:GKDJXJY+DLS001+2015_T2,0,art,2017-03-05,2017-07-10,127,1488672000,1499644800
6337,7323,course-v1:Microsoft+POSH200x+3T2016,0,medicine,2016-09-20,2016-11-01,42,1474329600,1477958400
6338,8687,course-v1:TsinghuaX+34000888_01X+2016_T2,0,math,2016-12-01,2017-03-02,91,1480550400,1488412800
6339,2066,course-v1:test+test0001+2015_test,0,philosophy,2015-09-02,2016-01-01,121,1441152000,1451606400
6340,699,JXUFE/30640014X/2015_T1,0,art,2015-01-01,2015-01-22,21,1420070400,1421884800
6341,6383,course-v1:CQU+CQU002+2016_T1,0,business,2016-06-24,2016-10-30,128,1466726400,1477785600
6342,12296,course-v1:CPVS+CPVS_homework-qx_bp+20170712,0,philosophy,2017-07-12,2017-08-30,49,1499817600,1504051200
6343,1967,course-v1:MITx+15_390x+2015_T2,0,engineering,2015-07-09,2016-07-09,366,1436400000,1468022400
6345,8074,course-v1:yunnan_TsinghuaX+20740084X+2016_T2,0,art,2016-10-14,2017-01-14,92,1476403200,1484352000
6346,9456,course-v1:Microsoft+DAT216x+1T2017,0,electrical,2017-01-11,2017-03-31,79,1484092800,1490918400
6347,8686,course-v1:sdjtu+240141+2016_T1,0,computer,2016-11-29,2017-12-30,396,1480377600,1514592000
6348,9739,course-v1:HarvardX+GSD1x+1T2017,0,medicine,2017-02-28,2018-02-28,365,1488240000,1519776000
6349,8253,course-v1:OECx+TESS101x+3T2016,0,literature,2016-11-21,2017-01-13,53,1479686400,1484265600
6350,7745,course-v1:TsinghuaX+20220331X+2016_T2,0,foreign language,2016-09-25,2016-12-25,91,1474761600,1482624000
6352,12003,course-v1:HKUSTx+COMP102.1x+3T2017,0,art,2017-07-25,2017-10-16,83,1500940800,1508112000
6355,4591,course-v1:VPC+00612642X_2015_2+2016_T1,0,engineering,2016-01-05,2016-04-05,91,1451952000,1459814400
6358,8188,course-v1:hnit_CAU+08112500x+2016_T2,0,literature,2016-10-24,2017-01-10,78,1477267200,1484006400
6361,4197,course-v1:TsinghuaX-wut+30640014X+2015_T2,0,engineering,2015-04-13,2017-04-13,731,1428883200,1492041600
6362,1641,course-v1:TsinghuaX+30230931X+2014_T2,0,art,2015-06-18,2016-06-18,366,1434585600,1466208000
6363,8527,course-v1:tjus_TsinghuaX+00040132X+2016_T2,0,social science,2016-11-14,2017-02-14,92,1479081600,1487030400
6364,7128,course-v1:EPFLx+PlasmaApplicationX+3T2016,0,math,2016-10-13,2017-03-13,151,1476316800,1489363200
6366,8137,course-v1:TsinghuaX+10421084X+2016_2017,0,education,2016-02-29,2016-07-19,141,1456704000,1468886400
6367,4257,course-v1:hubeiuniversityofeconomics+ZX000101+2016_T1,0,foreign language,2015-12-10,2016-05-01,143,1449705600,1462060800
6370,8555,course-v1:61969_TsinghuaX+80590952X+2016_T2,0,computer,2016-11-18,2017-05-18,181,1479427200,1495065600
6371,3454,course-v1:GKDJXJY+CCJJ001+2015_T2,0,philosophy,2017-03-05,2017-07-10,127,1488672000,1499644800
6373,10831,course-v1:TsinghuaX+huds_00740123X+2017_T1,0,computer,2017-05-01,2018-05-01,365,1493596800,1525132800
6375,3923,course-v1:xtkfq+00690092X+2015_T2,0,biology,2015-11-05,2016-02-05,92,1446681600,1454630400
6376,2796,course-v1:zjgsu10353+gx01640603_103138_1+2015_T2,0,history,2015-03-15,2016-07-05,478,1426377600,1467676800
6377,7317,course-v1:FUDAN+10450012X+2016_T2,0,social science,2016-08-31,2016-12-22,113,1472601600,1482364800
6378,10965,course-v1:TJU+xidian4240001+2017_T1,0,economics,2017-04-17,2017-07-26,100,1492387200,1501027200
6379,2704,course-v1:shanghaimooc+TS001+2015,0,art,2015-03-16,2016-05-01,412,1426464000,1462060800
6381,10139,course-v1:TsinghuaX+san20250103+2017_T1,0,art,2017-03-03,2017-06-01,90,1488499200,1496275200
6382,6187,course-v1:nuctech_TsinghuaX+00510663X+2016_T1,0,computer,2016-05-19,2016-11-19,184,1463616000,1479513600
6383,8038,course-v1:yunnan_TsinghuaX+AP000004X+2016_T2,0,social science,2016-10-14,2017-01-14,92,1476403200,1484352000
6384,8535,course-v1:DING_Youzhuan+MC001+2013_T1,0,economics,2016-11-01,2016-12-30,59,1477958400,1483056000
6385,9514,course-v1:RITx+CYBER501x+1T2017,0,social science,2017-03-21,2017-05-16,56,1490054400,1494892800
6386,10064,course-v1:gzit_TsinghuaX+20220216X+2017_T1,0,economics,2017-03-01,2018-01-20,325,1488326400,1516406400
6387,11254,course-v1:xuetangX+20170508X+2017_T1,0,history,2017-05-08,2017-12-31,237,1494201600,1514678400
6391,10088,course-v1:UPValenciaX+IQ101.1x+1T2017,0,economics,2017-03-21,2018-03-21,365,1490054400,1521590400
6392,6823,course-v1:scut+145055+2016_T1,0,economics,2016-08-28,2017-03-01,185,1472342400,1488326400
6393,11153,course-v1:ASUx+EXW100x+2177B,0,computer,2015-01-01,2017-12-15,1079,1420070400,1513296000
6394,3462,course-v1:GKDJXJY+WJF002+2015_T2,0,medicine,2017-03-05,2017-07-10,127,1488672000,1499644800
6395,11064,course-v1:SDJTU+070203A+2017_T1,0,philosophy,2017-03-01,2018-12-01,640,1488326400,1543622400
6397,12224,course-v1:fxzxyingyu+yingyu+2016_T1,0,foreign language,2017-07-01,2017-08-31,61,1498867200,1504137600
6399,10655,course-v1:DelftWageningenX+TTE01x+2T2017,0,math,2017-05-16,2017-07-11,56,1494892800,1499731200
6400,11591,course-v1:MEPhIx+MEPHI006x+2T2017,0,business,2017-06-15,2018-06-15,365,1497484800,1529020800
6402,2817,course-v1:neu+SE001+2015_T2,0,art,2015-09-14,2017-01-29,503,1442188800,1485648000
6403,7061,course-v1:EDU-UCAS+EDU2016+AutumnTerm2016,0,biology,2016-08-27,2016-12-31,126,1472256000,1483142400
6404,9709,course-v1:IITBombayX+CS101.2x+1T2017,0,computer,2017-02-21,2017-12-12,294,1487635200,1513036800
6405,10493,course-v1:NBUX+lzu_MH001x+2017_T1,0,education,2017-04-10,2017-05-21,41,1491782400,1495324800
6406,11058,course-v1:Train+Train12+2017_T1,0,math,2017-05-01,2017-05-31,30,1493596800,1496188800
6407,4184,course-v1:nttec+10610204+2015_T2,0,math,2015-12-07,2016-12-07,366,1449446400,1481068800
6409,7848,course-v1:ncepubd+00510663X+2016_T2,0,business,2016-10-12,2016-12-30,79,1476230400,1483056000
2,9433,course-v1:ZK+06093+J,0,economics,2015-01-01,2015-08-21,232,1420070400,1440115200
14,10988,course-v1:SDJTU+lyh+2017_T2,0,economics,2017-04-01,2017-11-19,232,1491004800,1511049600
46,9378,course-v1:ZK+00316+J,0,economics,2015-01-01,2015-08-21,232,1420070400,1440115200
48,11495,course-v1:CQU+TSJYSSG00031+2017_T1,0,physics,2017-05-01,2017-12-19,232,1493596800,1513641600
68,11384,course-v1:CQU+TSJYHG00062+2017_T1,0,philosophy,2017-05-01,2017-12-19,232,1493596800,1513641600
74,11428,course-v1:CQU+TSJYHG00017+2017_T1,0,computer,2017-05-01,2017-12-19,232,1493596800,1513641600
96,11740,course-v1:GeorgetownX+BIOX-201-01x+2T2017_2,0,economics,2017-05-19,2018-01-06,232,1495152000,1515196800
98,9411,course-v1:ZK+07729+J,0,business,2015-01-01,2015-08-21,232,1420070400,1440115200
130,10860,course-v1:sjtuxy+040301+2017-T3,0,business,2017-04-12,2017-11-30,232,1491955200,1512000000
195,9151,course-v1:TsinghuaX+AP000011X+sp,0,engineering,2015-01-01,2015-08-21,232,1420070400,1440115200
213,11462,course-v1:CQU+TSJYSSG00012+2017_T1,0,business,2017-05-01,2017-12-19,232,1493596800,1513641600
232,11476,course-v1:CQU+TSJYSSG00038+2017_T1,0,literature,2017-05-01,2017-12-19,232,1493596800,1513641600
268,3960,course-v1:CIE+THU00015X+2015_T2,0,physics,2016-02-01,2016-09-20,232,1454284800,1474329600
314,11551,course-v1:CQU+TSJYSTG00018+2017_T1,0,medicine,2017-05-01,2017-12-19,232,1493596800,1513641600
345,11501,course-v1:CQU+TSJYSSG00023+2017_T1,0,art,2017-05-01,2017-12-19,232,1493596800,1513641600
371,11376,course-v1:CQU+TSJYHG00067+2017_T1,0,business,2017-05-01,2017-12-19,232,1493596800,1513641600
381,11446,course-v1:CQU+TSJYSSG00003+2017_T1,0,electrical,2017-05-01,2017-12-19,232,1493596800,1513641600
382,9437,course-v1:ZK+07874+J,0,foreign language,2015-01-01,2015-08-21,232,1420070400,1440115200
405,9367,course-v1:ZK+00147+J,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
406,11437,course-v1:CQU+TSJYHG00031+2017,0,economics,2017-05-01,2017-12-19,232,1493596800,1513641600
431,11404,course-v1:CQU+TSJYHG00011+2017_T1,0,literature,2017-05-01,2017-12-19,232,1493596800,1513641600
443,11436,course-v1:CQU+TSJYHG00024+2017_T1,0,biology,2017-05-01,2017-12-19,232,1493596800,1513641600
507,11611,course-v1:TsinghuaX+02070012X+2017_T1,0,history,2017-01-01,2017-08-21,232,1483228800,1503273600
532,5013,course-v1:chongqingdaxue+cqu2016001+2016t1,0,chemistry,2015-01-01,2015-08-21,232,1420070400,1440115200
534,11826,course-v1:GUANGXIUNIVERSITYOFFINANCEANDECONOMICS+0122203220+2017_T1,0,biology,2015-01-01,2015-08-21,232,1420070400,1440115200
550,11487,course-v1:CQU+TSJYSTG00014+2017_T1,0,engineering,2017-05-01,2017-12-19,232,1493596800,1513641600
609,11401,course-v1:CQU+TSJYHG00050+2017_T1,0,business,2017-05-01,2017-12-19,232,1493596800,1513641600
631,11432,course-v1:CQU+TSJYSSG00002+2017_T1,0,math,2017-05-01,2017-12-19,232,1493596800,1513641600
637,3964,course-v1:CIE+THU00016X+2015_T2,0,social science,2016-02-01,2016-09-20,232,1454284800,1474329600
658,11394,course-v1:CQU+TSJYHG00056+2017_T1,0,physics,2017-05-01,2017-12-19,232,1493596800,1513641600
672,11389,course-v1:CQU+TSJYHG00059+2017_T1,0,computer,2017-05-01,2017-12-19,232,1493596800,1513641600
682,11489,course-v1:CQU+TSJYSTG00028+2017_T1,0,history,2017-05-01,2017-12-19,232,1493596800,1513641600
702,9033,course-v1:TsinghuaX+rudang+2016_T2,0,computer,2016-01-01,2016-08-20,232,1451606400,1471651200
708,11559,course-v1:CQU+TSJYIPG00007+2017_T1,0,medicine,2017-05-01,2017-12-19,232,1493596800,1513641600
712,9416,course-v1:ZK+00199+J,0,math,2015-01-01,2015-08-21,232,1420070400,1440115200
725,11999,course-v1:HKUSTx+COMP102.1x+3T2018,0,engineering,2015-01-01,2015-08-21,232,1420070400,1440115200
773,9408,course-v1:ZK+07303+J,0,environment,2015-01-01,2015-08-21,232,1420070400,1440115200
795,1383,course-v1:TsinghuaX+00690242_1X_2014+2014_T2,0,education,2015-01-01,2015-08-21,232,1420070400,1440115200
830,10801,course-v1:NYIF+CPRx+2T2017,0,computer,2017-05-16,2018-01-03,232,1494892800,1514937600
847,11444,course-v1:CQU+TSJY_HG00038+2017_T1,0,history,2017-05-01,2017-12-19,232,1493596800,1513641600
900,9368,course-v1:ZK+00149+J,0,business,2015-01-01,2015-08-21,232,1420070400,1440115200
929,11521,course-v1:CQU+TSJYSTG00024+2017_T1,0,education,2017-05-01,2017-12-19,232,1493596800,1513641600
931,12228,course-v1:fxzx+2020yw+2017A,0,chemistry,2017-07-01,2018-02-18,232,1498867200,1518912000
946,10353,course-v1:liaoningX+LNA2015000013506+2017_T1,0,education,2016-02-10,2016-09-29,232,1455062400,1475107200
980,11016,course-v1:NYIF+MA1.3x+1T2017,0,medicine,2017-04-18,2017-12-06,232,1492473600,1512518400
1000,8819,course-v1:spocdemo_TsinghuaX+00690242X+2016_T2,0,medicine,2016-12-21,2017-08-10,232,1482278400,1502323200
1027,783,shanximooc/ENG001/2015_T1,0,computer,2015-03-25,2015-11-12,232,1427241600,1447286400
1029,11398,course-v1:CQU+TSJYHG00053+2017_T1,0,physics,2017-05-01,2017-12-19,232,1493596800,1513641600
1047,8822,course-v1:spocdemo_TsinghuaX+10610224X+2016_T2,0,engineering,2016-12-21,2017-08-10,232,1482278400,1502323200
1050,818,USTC/00612642X/_,0,art,2015-01-01,2015-08-21,232,1420070400,1440115200
1098,9425,course-v1:ZK+03708+J,0,art,2015-01-01,2015-08-21,232,1420070400,1440115200
1179,11419,course-v1:CQU+TSJYHG00044+2017_T1,0,philosophy,2017-05-01,2017-12-19,232,1493596800,1513641600
1209,11486,course-v1:CQU+TSJYSTG00029+2017_T1,0,engineering,2017-05-01,2017-12-19,232,1493596800,1513641600
1210,11017,course-v1:NYIF+MA1.2x+1T2017,0,economics,2017-04-18,2017-12-06,232,1492473600,1512518400
1233,815,USTC/00691153X/2015_winter_vacation,0,foreign language,2015-01-01,2015-08-21,232,1420070400,1440115200
1258,11990,course-v1:HKUSTx+COMP102.2x+3T2018,0,environment,2015-01-01,2015-08-21,232,1420070400,1440115200
1303,3962,course-v1:CIE+THU00004X+2015_T2,0,medicine,2016-02-01,2016-09-20,232,1454284800,1474329600
1307,11557,course-v1:CQU+TSJYSSG00017+2017_T1,0,social science,2017-05-01,2017-12-19,232,1493596800,1513641600
1342,10211,course-v1:UBCx+SoftConst1x+3T2017,0,art,2017-08-15,2018-04-04,232,1502755200,1522800000
1361,9410,course-v1:ZK+07726+J,0,engineering,2015-01-01,2015-08-21,232,1420070400,1440115200
1376,11365,course-v1:CQU+TSJYHG00038+2017_T1,0,economics,2015-01-01,2015-08-21,232,1420070400,1440115200
1412,9424,course-v1:ZK+03706+J,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
1426,11466,course-v1:CQU+TSJYSSG00015+2017_T1,0,literature,2017-05-01,2017-12-19,232,1493596800,1513641600
1456,11461,course-v1:CQU+TSJYSSG00040+2017_T1,0,art,2017-05-01,2017-12-19,232,1493596800,1513641600
1458,9387,course-v1:ZK+02133+J,0,business,2015-01-01,2015-08-21,232,1420070400,1440115200
1465,10213,course-v1:UBCx+SoftEng1x+1T2018,0,math,2015-01-01,2015-08-21,232,1420070400,1440115200
1478,9431,course-v1:ZK+06089+J,0,art,2015-01-01,2015-08-21,232,1420070400,1440115200
1490,11555,course-v1:CQU+TSJYIPG00004+2017_T1,0,math,2017-05-01,2017-12-19,232,1493596800,1513641600
1498,11264,course-v1:UBCx+FBSEx+2T2017,0,business,2017-05-15,2018-01-02,232,1494806400,1514851200
1506,11505,course-v1:CQU+TSJYSSG00020+2017_T1,0,social science,2017-05-01,2017-12-19,232,1493596800,1513641600
1516,11493,course-v1:CQU+TSJYSSG00033+2017_T1,0,business,2017-05-01,2017-12-19,232,1493596800,1513641600
1529,11387,course-v1:CQU+TSJYHG00003+2017_T1,0,foreign language,2017-05-01,2017-12-19,232,1493596800,1513641600
1553,8820,course-v1:spocdemo_TsinghuaX+80512073X+2016_T2,0,computer,2016-12-21,2017-08-10,232,1482278400,1502323200
1590,12036,course-v1:studio-bzvtc+CS101+2017_T1,0,history,2015-01-01,2015-08-21,232,1420070400,1440115200
1591,11485,course-v1:CQU+TSJYSTG00013+2017_T1,0,foreign language,2017-05-01,2017-12-19,232,1493596800,1513641600
1670,11460,course-v1:CQU+TSJYSSG00011+2017_T1,0,education,2017-05-01,2017-12-19,232,1493596800,1513641600
1686,3963,course-v1:CIE+THU00005X+2015_T2,0,engineering,2016-02-01,2016-09-20,232,1454284800,1474329600
1768,11409,course-v1:CQU+TSJYHG00012+2017_T1,0,economics,2017-05-01,2017-12-19,232,1493596800,1513641600
1785,3966,course-v1:CIE+60510162X+2015_T2,0,engineering,2016-02-01,2016-09-20,232,1454284800,1474329600
1794,9428,course-v1:ZK+06087+J,0,math,2015-01-01,2015-08-21,232,1420070400,1440115200
1806,11500,course-v1:CQU+TSJYSSG00025+2017_T1,0,literature,2017-05-01,2017-12-19,232,1493596800,1513641600
1814,9399,course-v1:ZK+04751+J,0,math,2015-01-01,2015-08-21,232,1420070400,1440115200
1844,10934,course-v1:NYIF+PFPPP1.PC4x+1T2017,0,philosophy,2017-04-18,2017-12-06,232,1492473600,1512518400
1850,11125,course-v1:UCSanDiegoX+CSE190x+3T2017,0,electrical,2015-01-01,2015-08-21,232,1420070400,1440115200
1884,10212,course-v1:UBCx+SoftConst2x+3T2017,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
1913,11459,course-v1:CQU+TSJYSSG00010+2017_T1,0,foreign language,2017-05-01,2017-12-19,232,1493596800,1513641600
1938,9365,course-v1:ZK+00054+J,0,computer,2015-01-01,2015-08-21,232,1420070400,1440115200
1943,820,USTC/20220214X/_,0,engineering,2015-01-01,2015-08-21,232,1420070400,1440115200
1944,11393,course-v1:CQU+TSJYHG00006+2017_T1,0,history,2017-05-01,2017-12-19,232,1493596800,1513641600
1973,11556,course-v1:CQU+TSJYSSG00016+2017_T1,0,environment,2017-05-01,2017-12-19,232,1493596800,1513641600
1980,9417,course-v1:ZK+00603+J,0,business,2015-01-01,2015-08-21,232,1420070400,1440115200
1987,11567,course-v1:CQU+TSJYIPG00012+2017_T1,0,computer,2017-05-01,2017-12-19,232,1493596800,1513641600
2008,11458,course-v1:CQU+TSJYSTG00003+2017_T1,0,computer,2017-05-01,2017-12-19,232,1493596800,1513641600
2016,11126,course-v1:UCSanDiegoX+CSE165x+2T2017,0,economics,2017-05-15,2018-01-02,232,1494806400,1514851200
2028,1381,course-v1:TsinghuaX+30700313_2014X+2014_T2,0,philosophy,2015-01-01,2015-08-21,232,1420070400,1440115200
2106,3958,course-v1:CIE+THU00021X+2015_T2,0,biology,2016-02-01,2016-09-20,232,1454284800,1474329600
2137,10956,course-v1:SDJTU+070348+2016-2017T2,0,medicine,2017-03-06,2017-10-24,232,1488758400,1508803200
2146,9390,course-v1:ZK+02139+J,0,history,2015-01-01,2015-08-21,232,1420070400,1440115200
2164,11433,course-v1:CQU+TSJYHG00022+2017_T1,0,biology,2017-05-01,2017-12-19,232,1493596800,1513641600
2214,816,USTC/30700313X/2014_T2,0,art,2015-01-01,2015-08-21,232,1420070400,1440115200
2229,9362,course-v1:ZK+00023+J,0,foreign language,2015-01-01,2015-08-21,232,1420070400,1440115200
2234,10937,course-v1:NYIF+PFPPP1.PC1x+1T2017,0,math,2017-04-18,2017-12-06,232,1492473600,1512518400
2252,9423,course-v1:ZK+02658+J,0,education,2015-01-01,2015-08-21,232,1420070400,1440115200
2258,11497,course-v1:CQU+TSJYSSG00028+2017_T1,0,computer,2017-05-01,2017-12-19,232,1493596800,1513641600
2259,9414,course-v1:ZK+00067+J,0,chemistry,2015-01-01,2015-08-21,232,1420070400,1440115200
2286,10844,course-v1:NYIF+RMPC1.2x+1T2017,0,economics,2017-04-18,2017-12-06,232,1492473600,1512518400
2293,11455,course-v1:CQU+TSJYSSG00008+2017_T1,0,computer,2017-05-01,2017-12-19,232,1493596800,1513641600
2323,11471,course-v1:CQU+TSJYSTG00005+2017_T1,0,social science,2017-05-01,2017-12-19,232,1493596800,1513641600
2341,11015,course-v1:NYIF+MA1.4x+1T2017,0,economics,2017-04-18,2017-12-06,232,1492473600,1512518400
2344,11385,course-v1:CQU+TSJYHG00061+2017_T1,0,economics,2017-05-01,2017-12-19,232,1493596800,1513641600
2353,9381,course-v1:ZK+00709+J,0,education,2015-01-01,2015-08-21,232,1420070400,1440115200
